db_id,question,query_toks,query_toks_no_value,sql_string,db_id_id,question_id,query_toks_id,query_toks_no_value_id,sql_string_id
scholar,papers that use WebKB,SELECT,select,"""WebKB""",sarjana,makalah yang menggunakan WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,WebKB papers,SELECT,select,"""WebKB""",sarjana,Makalah WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers that used WebKB,SELECT,select,"""WebKB""",sarjana,makalah yang menggunakan WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Papers that use the WebKB dataset,SELECT,select,"""WebKB""",sarjana,Makalah yang menggunakan dataset WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,conferences in 2013,SELECT,select,,sarjana,konferensi pada tahun 2013,SELECT,select,
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,venueid,venueid,,,,venueid,venueid,
,,FROM,from,,,,FROM,from,
,,paper,paper,,,,kertas,kertas,
,,WHERE,where,,,,WHERE,where,
,,YEAR,year,,,,YEAR,year,
,,=,=,,,,=,=,
,,2013,value,,,,2013,value,
,,;,,,,,;,,
scholar,how is the most cited author in CVPR ?,SELECT,select,"""CVPR""",sarjana,bagaimana penulis yang paling banyak dikutip di CVPR?,SELECT,select,"""CVPR"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t4.citingpaperid,t4,,,,t4.citepaperid,t4,
,,),.,,,,),.,
,,",",citingpaperid,,,,",",mengutippaperid,
,,t1.authorid,),,,,t1.authorid,),
,,FROM,",",,,,FROM,",",
,,venue,t1,,,,lokasi,t1,
,,AS,.,,,,AS,.,
,,t3,authorid,,,,t3,resmi,
,,JOIN,from,,,,JOIN,from,
,,paper,venue,,,,kertas,lokasi,
,,AS,as,,,,AS,as,
,,t2,t3,,,,t2,t3,
,,ON,join,,,,ON,join,
,,t3.venueid,paper,,,,t3.tempatid,kertas,
,,=,as,,,,=,as,
,,t2.venueid,t2,,,,t2.venueid,t2,
,,JOIN,on,,,,JOIN,on,
,,writes,t3,,,,menulis,t3,
,,AS,.,,,,AS,.,
,,t1,venueid,,,,t1,venueid,
,,ON,=,,,,ON,=,
,,t1.paperid,t2,,,,t1.paperid,t2,
,,=,.,,,,=,.,
,,t2.paperid,venueid,,,,t2.paperid,venueid,
,,JOIN,join,,,,JOIN,join,
,,cite,writes,,,,mengutip,menulis,
,,AS,as,,,,AS,as,
,,t4,t1,,,,t4,t1,
,,ON,on,,,,ON,on,
,,t1.paperid,t1,,,,t1.paperid,t1,
,,=,.,,,,=,.,
,,t4.citedpaperid,paperid,,,,t4.citedpaperid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.venuename,t2,,,,t3.nama_tempat,t2,
,,=,.,,,,=,.,
,,``,paperid,,,,``,kertasid,
,,CVPR,join,,,,CVPR,join,
,,',cite,,,,',mengutip,
,,GROUP,as,,,,GROUP,as,
,,BY,t4,,,,BY,t4,
,,t1.authorid,on,,,,t1.authorid,on,
,,ORDER,t1,,,,ORDER,t1,
,,BY,.,,,,BY,.,
,,COUNT,paperid,,,,COUNT,kertasid,
,,(,=,,,,(,=,
,,DISTINCT,t4,,,,DISTINCT,t4,
,,t4.citingpaperid,.,,,,t4.citepaperid,.,
,,),citedpaperid,,,,),dikutippaperid,
,,DESC,where,,,,DESC,where,
,,;,t3,,,,;,t3,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorid,,,,,resmi,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,distinct,,,,,distinct,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,citingpaperid,,,,,mengutippaperid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,who is the most cited author at CVPR ?,SELECT,select,"""CVPR""",sarjana,siapa penulis yang paling banyak dikutip di CVPR?,SELECT,select,"""CVPR"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t4.citingpaperid,t4,,,,t4.citepaperid,t4,
,,),.,,,,),.,
,,",",citingpaperid,,,,",",mengutippaperid,
,,t1.authorid,),,,,t1.authorid,),
,,FROM,",",,,,FROM,",",
,,venue,t1,,,,lokasi,t1,
,,AS,.,,,,AS,.,
,,t3,authorid,,,,t3,resmi,
,,JOIN,from,,,,JOIN,from,
,,paper,venue,,,,kertas,lokasi,
,,AS,as,,,,AS,as,
,,t2,t3,,,,t2,t3,
,,ON,join,,,,ON,join,
,,t3.venueid,paper,,,,t3.tempatid,kertas,
,,=,as,,,,=,as,
,,t2.venueid,t2,,,,t2.venueid,t2,
,,JOIN,on,,,,JOIN,on,
,,writes,t3,,,,menulis,t3,
,,AS,.,,,,AS,.,
,,t1,venueid,,,,t1,venueid,
,,ON,=,,,,ON,=,
,,t1.paperid,t2,,,,t1.paperid,t2,
,,=,.,,,,=,.,
,,t2.paperid,venueid,,,,t2.paperid,venueid,
,,JOIN,join,,,,JOIN,join,
,,cite,writes,,,,mengutip,menulis,
,,AS,as,,,,AS,as,
,,t4,t1,,,,t4,t1,
,,ON,on,,,,ON,on,
,,t1.paperid,t1,,,,t1.paperid,t1,
,,=,.,,,,=,.,
,,t4.citedpaperid,paperid,,,,t4.citedpaperid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.venuename,t2,,,,t3.nama_tempat,t2,
,,=,.,,,,=,.,
,,``,paperid,,,,``,kertasid,
,,CVPR,join,,,,CVPR,join,
,,',cite,,,,',mengutip,
,,GROUP,as,,,,GROUP,as,
,,BY,t4,,,,BY,t4,
,,t1.authorid,on,,,,t1.authorid,on,
,,ORDER,t1,,,,ORDER,t1,
,,BY,.,,,,BY,.,
,,COUNT,paperid,,,,COUNT,kertasid,
,,(,=,,,,(,=,
,,DISTINCT,t4,,,,DISTINCT,t4,
,,t4.citingpaperid,.,,,,t4.citepaperid,.,
,,),citedpaperid,,,,),dikutippaperid,
,,DESC,where,,,,DESC,where,
,,;,t3,,,,;,t3,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorid,,,,,resmi,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,distinct,,,,,distinct,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,citingpaperid,,,,,mengutippaperid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,what are some syntactic parsing papers that chris dyer did not write ?,SELECT,select,"""chris dyer""",sarjana,apa sajakah makalah penguraian sintaksis yang tidak ditulis oleh Chris Dyer?,SELECT,select,"""chris pewarna"""
,,DISTINCT,distinct,"""syntactic parsing""",,,DISTINCT,distinct,"""penguraian sintaksis"""
,,t1.authorname,t1,,,,t1.nama_penulis,t1,
,,",",.,,,,",",.,
,,t3.paperid,authorname,,,,t3.paperid,nama_penulis,
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t3,,,,frase_kunci_kertas,t3,
,,AS,.,,,,AS,.,
,,t2,paperid,,,,t2,kertasid,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t5,t2,,,,t5,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t5.keyphraseid,t5,,,,t5.frasa_kunci,t5,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t5,,,,t3.paperid,t5,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,writes,paper,,,,menulis,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.paperid,t3,,,,t4.paperid,t3,
,,=,.,,,,=,.,
,,t3.paperid,paperid,,,,t3.paperid,kertasid,
,,JOIN,=,,,,JOIN,=,
,,author,t2,,,,pengarang,t2,
,,AS,.,,,,AS,.,
,,t1,paperid,,,,t1,kertasid,
,,ON,join,,,,ON,join,
,,t4.authorid,writes,,,,t4.authorid,menulis,
,,=,as,,,,=,as,
,,t1.authorid,t4,,,,t1.authorid,t4,
,,WHERE,on,,,,WHERE,on,
,,t1.authorname,t4,,,,t1.nama_penulis,t4,
,,!,.,,,,!,.,
,,=,paperid,,,,=,kertasid,
,,``,=,,,,``,=,
,,chris,t3,,,,kris,t3,
,,dyer,.,,,,tukang_celup,.,
,,',paperid,,,,',kertasid,
,,AND,join,,,,AND,join,
,,t5.keyphrasename,author,,,,t5.nama_frase_kunci,pengarang,
,,=,as,,,,=,as,
,,``,t1,,,,``,t1,
,,syntactic,on,,,,sintaksis,on,
,,parsing,t4,,,,penguraian,t4,
,,',.,,,,',.,
,,;,authorid,,,,;,resmi,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorid,,,,,resmi,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorname,,,,,nama_penulis,
,,,!,,,,,!,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t5,,,,,t5,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,are there any syntactic parsing papers not written by chris dyer ?,SELECT,select,"""chris dyer""",sarjana,apakah ada makalah penguraian sintaksis yang tidak ditulis oleh Chris Dyer?,SELECT,select,"""chris pewarna"""
,,DISTINCT,distinct,"""syntactic parsing""",,,DISTINCT,distinct,"""penguraian sintaksis"""
,,t1.authorname,t1,,,,t1.nama_penulis,t1,
,,",",.,,,,",",.,
,,t3.paperid,authorname,,,,t3.paperid,nama_penulis,
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t3,,,,frase_kunci_kertas,t3,
,,AS,.,,,,AS,.,
,,t2,paperid,,,,t2,kertasid,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t5,t2,,,,t5,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t5.keyphraseid,t5,,,,t5.frasa_kunci,t5,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t5,,,,t3.paperid,t5,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,writes,paper,,,,menulis,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.paperid,t3,,,,t4.paperid,t3,
,,=,.,,,,=,.,
,,t3.paperid,paperid,,,,t3.paperid,kertasid,
,,JOIN,=,,,,JOIN,=,
,,author,t2,,,,pengarang,t2,
,,AS,.,,,,AS,.,
,,t1,paperid,,,,t1,kertasid,
,,ON,join,,,,ON,join,
,,t4.authorid,writes,,,,t4.authorid,menulis,
,,=,as,,,,=,as,
,,t1.authorid,t4,,,,t1.authorid,t4,
,,WHERE,on,,,,WHERE,on,
,,t1.authorname,t4,,,,t1.nama_penulis,t4,
,,!,.,,,,!,.,
,,=,paperid,,,,=,kertasid,
,,``,=,,,,``,=,
,,chris,t3,,,,kris,t3,
,,dyer,.,,,,tukang_celup,.,
,,',paperid,,,,',kertasid,
,,AND,join,,,,AND,join,
,,t5.keyphrasename,author,,,,t5.nama_frase_kunci,pengarang,
,,=,as,,,,=,as,
,,``,t1,,,,``,t1,
,,syntactic,on,,,,sintaksis,on,
,,parsing,t4,,,,penguraian,t4,
,,',.,,,,',.,
,,;,authorid,,,,;,resmi,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorid,,,,,resmi,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorname,,,,,nama_penulis,
,,,!,,,,,!,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t5,,,,,t5,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,what are syntactic parsing papers not written by chris dyer,SELECT,select,"""chris dyer""",sarjana,apa makalah penguraian sintaksis yang tidak ditulis oleh Chris Dyer,SELECT,select,"""chris pewarna"""
,,DISTINCT,distinct,"""syntactic parsing""",,,DISTINCT,distinct,"""penguraian sintaksis"""
,,t1.authorname,t1,,,,t1.nama_penulis,t1,
,,",",.,,,,",",.,
,,t3.paperid,authorname,,,,t3.paperid,nama_penulis,
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t3,,,,frase_kunci_kertas,t3,
,,AS,.,,,,AS,.,
,,t2,paperid,,,,t2,kertasid,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t5,t2,,,,t5,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t5.keyphraseid,t5,,,,t5.frasa_kunci,t5,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t5,,,,t3.paperid,t5,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,writes,paper,,,,menulis,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.paperid,t3,,,,t4.paperid,t3,
,,=,.,,,,=,.,
,,t3.paperid,paperid,,,,t3.paperid,kertasid,
,,JOIN,=,,,,JOIN,=,
,,author,t2,,,,pengarang,t2,
,,AS,.,,,,AS,.,
,,t1,paperid,,,,t1,kertasid,
,,ON,join,,,,ON,join,
,,t4.authorid,writes,,,,t4.authorid,menulis,
,,=,as,,,,=,as,
,,t1.authorid,t4,,,,t1.authorid,t4,
,,WHERE,on,,,,WHERE,on,
,,t1.authorname,t4,,,,t1.nama_penulis,t4,
,,!,.,,,,!,.,
,,=,paperid,,,,=,kertasid,
,,``,=,,,,``,=,
,,chris,t3,,,,kris,t3,
,,dyer,.,,,,tukang_celup,.,
,,',paperid,,,,',kertasid,
,,AND,join,,,,AND,join,
,,t5.keyphrasename,author,,,,t5.nama_frase_kunci,pengarang,
,,=,as,,,,=,as,
,,``,t1,,,,``,t1,
,,syntactic,on,,,,sintaksis,on,
,,parsing,t4,,,,penguraian,t4,
,,',.,,,,',.,
,,;,authorid,,,,;,resmi,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorid,,,,,resmi,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorname,,,,,nama_penulis,
,,,!,,,,,!,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t5,,,,,t5,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,syntactic parsing papers not written by chris dyer,SELECT,select,"""chris dyer""",sarjana,makalah penguraian sintaksis tidak ditulis oleh Chris Dyer,SELECT,select,"""chris pewarna"""
,,DISTINCT,distinct,"""syntactic parsing""",,,DISTINCT,distinct,"""penguraian sintaksis"""
,,t1.authorname,t1,,,,t1.nama_penulis,t1,
,,",",.,,,,",",.,
,,t3.paperid,authorname,,,,t3.paperid,nama_penulis,
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t3,,,,frase_kunci_kertas,t3,
,,AS,.,,,,AS,.,
,,t2,paperid,,,,t2,kertasid,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t5,t2,,,,t5,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t5.keyphraseid,t5,,,,t5.frasa_kunci,t5,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t5,,,,t3.paperid,t5,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,writes,paper,,,,menulis,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.paperid,t3,,,,t4.paperid,t3,
,,=,.,,,,=,.,
,,t3.paperid,paperid,,,,t3.paperid,kertasid,
,,JOIN,=,,,,JOIN,=,
,,author,t2,,,,pengarang,t2,
,,AS,.,,,,AS,.,
,,t1,paperid,,,,t1,kertasid,
,,ON,join,,,,ON,join,
,,t4.authorid,writes,,,,t4.authorid,menulis,
,,=,as,,,,=,as,
,,t1.authorid,t4,,,,t1.authorid,t4,
,,WHERE,on,,,,WHERE,on,
,,t1.authorname,t4,,,,t1.nama_penulis,t4,
,,!,.,,,,!,.,
,,=,paperid,,,,=,kertasid,
,,``,=,,,,``,=,
,,chris,t3,,,,kris,t3,
,,dyer,.,,,,tukang_celup,.,
,,',paperid,,,,',kertasid,
,,AND,join,,,,AND,join,
,,t5.keyphrasename,author,,,,t5.nama_frase_kunci,pengarang,
,,=,as,,,,=,as,
,,``,t1,,,,``,t1,
,,syntactic,on,,,,sintaksis,on,
,,parsing,t4,,,,penguraian,t4,
,,',.,,,,',.,
,,;,authorid,,,,;,resmi,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorid,,,,,resmi,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,authorname,,,,,nama_penulis,
,,,!,,,,,!,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t5,,,,,t5,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers published in the last year,SELECT,select,,sarjana,makalah yang diterbitkan pada tahun lalu,SELECT,select,
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,paperid,paperid,,,,kertasid,kertasid,
,,FROM,from,,,,FROM,from,
,,paper,paper,,,,kertas,kertas,
,,WHERE,where,,,,WHERE,where,
,,YEAR,year,,,,YEAR,year,
,,=,=,,,,=,=,
,,(,(,,,,(,(,
,,SELECT,select,,,,SELECT,select,
,,MAX,max,,,,MAX,max,
,,(,(,,,,(,(,
,,YEAR,year,,,,YEAR,year,
,,),),,,,),),
,,FROM,from,,,,FROM,from,
,,paper,paper,,,,kertas,kertas,
,,),),,,,),),
,,;,,,,,;,,
scholar,When was benjamin mako hill 's first publication ?,SELECT,select,"""benjamin mako hill""",sarjana,Kapan terbitan pertama Benjamin Mako Hill?,SELECT,select,"""bukit benyamin mako"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,",",paperid,,,,",",kertasid,
,,t3.year,),,,,t3.tahun,),
,,FROM,",",,,,FROM,",",
,,writes,t3,,,,menulis,t3,
,,AS,.,,,,AS,.,
,,t2,year,,,,t2,year,
,,JOIN,from,,,,JOIN,from,
,,author,writes,,,,pengarang,menulis,
,,AS,as,,,,AS,as,
,,t1,t2,,,,t1,t2,
,,ON,join,,,,ON,join,
,,t2.authorid,author,,,,t2.authorid,pengarang,
,,=,as,,,,=,as,
,,t1.authorid,t1,,,,t1.authorid,t1,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,authorid,,,,t3,resmi,
,,ON,=,,,,ON,=,
,,t2.paperid,t1,,,,t2.paperid,t1,
,,=,.,,,,=,.,
,,t3.paperid,authorid,,,,t3.paperid,resmi,
,,WHERE,join,,,,WHERE,join,
,,t1.authorname,paper,,,,t1.nama_penulis,kertas,
,,=,as,,,,=,as,
,,``,t3,,,,``,t3,
,,benjamin,on,,,,benyamin,on,
,,mako,t2,,,,Mako,t2,
,,hill,.,,,,bukit,.,
,,',paperid,,,,',kertasid,
,,GROUP,=,,,,GROUP,=,
,,BY,t3,,,,BY,t3,
,,t3.year,.,,,,t3.tahun,.,
,,ORDER,paperid,,,,ORDER,kertasid,
,,BY,where,,,,BY,where,
,,t3.year,t1,,,,t3.tahun,t1,
,,;,.,,,,;,.,
,,,authorname,,,,,nama_penulis,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,year,,,,,year,
,,,order,,,,,order,
,,,by,,,,,by,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,year,,,,,year,
