db_id,query_toks,question,db_id_id,query_toks_id,question_id
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,jobs,,,pekerjaan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.job_id,,,T1.id_job,
,=,,,=,
,T2.job_id,,,T2.id_job,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.job_title,,,T2.judul_pekerjaan,
hr_1,SELECT,What is the full name ( first name and last name ) for those employees who gets more salary than the employee whose id is 163?,jam_1,SELECT,Apa nama lengkap (nama depan dan nama belakang) bagi pegawai yang mendapat gaji lebih dari pegawai yang id 163?
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,employee_id,,,id_karyawan,
,=,,,=,
,163,,,163,
,),,,),
hr_1,SELECT,Provide the full names of employees earning more than the employee with id 163.,jam_1,SELECT,Cantumkan nama lengkap pegawai yang berpenghasilan lebih dari pegawai dengan id 163.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,employee_id,,,id_karyawan,
,=,,,=,
,163,,,163,
,),,,),
hr_1,SELECT,return the smallest salary for every departments.,jam_1,SELECT,mengembalikan gaji terkecil untuk setiap departemen.
,MIN,,,MIN,
,(,,,(,
,salary,,,gaji,
,),,,),
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
hr_1,SELECT,What is the minimum salary in each department?,jam_1,SELECT,Berapa gaji minimum di setiap departemen?
,MIN,,,MIN,
,(,,,(,
,salary,,,gaji,
,),,,),
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
hr_1,SELECT,Find the first name and last name and department id for those employees who earn such amount of salary which is the smallest salary of any of the departments.,jam_1,SELECT,Temukan nama depan dan nama belakang serta id departemen untuk karyawan yang memperoleh gaji sebesar gaji terkecil di antara departemen mana pun.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,MIN,,,MIN,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,),,,),
hr_1,SELECT,What are the full names and department ids for the lowest paid employees across all departments.,jam_1,SELECT,Apa nama lengkap dan id departemen untuk karyawan dengan gaji terendah di semua departemen.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,MIN,,,MIN,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,),,,),
hr_1,SELECT,Find the employee id for all employees who earn more than the average salary.,jam_1,SELECT,Temukan id karyawan untuk semua karyawan yang berpenghasilan lebih dari gaji rata-rata.
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,),,,),
hr_1,SELECT,What are the employee ids for employees who make more than the average?,jam_1,SELECT,Apa saja ID karyawan untuk karyawan yang berpenghasilan lebih dari rata-rata?
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,),,,),
hr_1,SELECT,display the employee id and salary of all employees who report to Payam (first name).,jam_1,SELECT,menampilkan id karyawan dan gaji seluruh karyawan yang melapor ke Payam (nama depan).
,employee_id,,,id_karyawan,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,manager_id,,,id_manajer,
,=,,,=,
,(,,,(,
,SELECT,,,SELECT,
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,=,,,=,
,Payam,,,Payam,
,,,,,
,),,,),
hr_1,SELECT,"What are the employee ids of employees who report to Payam, and what are their salaries?",jam_1,SELECT,"Apa saja ID karyawan dari karyawan yang melapor ke Payam, dan berapa gajinya?"
,employee_id,,,id_karyawan,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,manager_id,,,id_manajer,
,=,,,=,
,(,,,(,
,SELECT,,,SELECT,
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,=,,,=,
,Payam,,,Payam,
,,,,,
,),,,),
hr_1,SELECT,find the name of all departments that do actually have one or more employees assigned to them.,jam_1,SELECT,temukan nama semua departemen yang benar-benar memiliki satu atau lebih karyawan yang ditugaskan pada mereka.
,DISTINCT,,,DISTINCT,
,T2.department_name,,,T2.nama_departemen,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
hr_1,SELECT,What are the names of departments that have at least one employee.,jam_1,SELECT,Apa nama departemen yang memiliki minimal satu karyawan.
,DISTINCT,,,DISTINCT,
,T2.department_name,,,T2.nama_departemen,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
hr_1,SELECT,get the details of employees who manage a department.,jam_1,SELECT,mendapatkan detail karyawan yang mengelola suatu departemen.
,DISTINCT,,,DISTINCT,
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,WHERE,,,WHERE,
,T1.employee_id,,,T1.id_employee,
,=,,,=,
,T2.manager_id,,,T2.id_manager,
hr_1,SELECT,What is all the information regarding employees who are managers?,jam_1,SELECT,Apa saja informasi mengenai karyawan yang menjadi manajer?
,DISTINCT,,,DISTINCT,
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,WHERE,,,WHERE,
,T1.employee_id,,,T1.id_employee,
,=,,,=,
,T2.manager_id,,,T2.id_manager,
hr_1,SELECT,display all the information about the department Marketing.,jam_1,SELECT,menampilkan semua informasi tentang departemen Pemasaran.
,*,,,*,
,FROM,,,FROM,
,departments,,,departemen,
,WHERE,,,WHERE,
,department_name,,,nama_departemen,
,=,,,=,
,Marketing,,,Pemasaran,
,,,,,
hr_1,SELECT,What is all the information about the Marketing department?,jam_1,SELECT,Apa saja informasi tentang departemen Pemasaran?
,*,,,*,
,FROM,,,FROM,
,departments,,,departemen,
,WHERE,,,WHERE,
,department_name,,,nama_departemen,
,=,,,=,
,Marketing,,,Pemasaran,
,,,,,
hr_1,SELECT,display the ID for those employees who did two or more jobs in the past.,jam_1,SELECT,menampilkan ID untuk karyawan yang pernah melakukan dua pekerjaan atau lebih di masa lalu.
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,GROUP,,,GROUP,
,BY,,,BY,
,employee_id,,,id_karyawan,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
hr_1,SELECT,What are the employee ids for those who had two or more jobs.,jam_1,SELECT,Apa saja ID karyawan bagi mereka yang memiliki dua pekerjaan atau lebih.
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,GROUP,,,GROUP,
,BY,,,BY,
,employee_id,,,id_karyawan,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
hr_1,SELECT,What are the unique ids of those departments where any manager is managing 4 or more employees.,jam_1,SELECT,Apa saja ID unik dari departemen-departemen tersebut di mana manajer mana pun mengelola 4 karyawan atau lebih.
,DISTINCT,,,DISTINCT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,",",,,",",
,manager_id,,,id_manajer,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,employee_id,,,id_karyawan,
,),,,),
,>,,,>,
,=,,,=,
,4,,,4,
hr_1,SELECT,Give the distinct department ids of departments in which a manager is in charge of 4 or more employees?,jam_1,SELECT,Berikan id departemen yang berbeda dari departemen di mana seorang manajer bertanggung jawab atas 4 karyawan atau lebih?
,DISTINCT,,,DISTINCT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,",",,,",",
,manager_id,,,id_manajer,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,employee_id,,,id_karyawan,
,),,,),
,>,,,>,
,=,,,=,
,4,,,4,
hr_1,SELECT,Find the job ID for those jobs which average salary is above 8000.,jam_1,SELECT,Temukan ID pekerjaan untuk pekerjaan yang gaji rata-ratanya di atas 8000.
,job_id,,,id_pekerjaan,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,job_id,,,id_pekerjaan,
,HAVING,,,HAVING,
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,>,,,>,
,8000,,,8000,
hr_1,SELECT,What are the job ids corresponding to jobs with average salary above 8000?,jam_1,SELECT,ID pekerjaan apa yang sesuai dengan pekerjaan dengan gaji rata-rata di atas 8000?
,job_id,,,id_pekerjaan,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,job_id,,,id_pekerjaan,
,HAVING,,,HAVING,
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,>,,,>,
,8000,,,8000,
hr_1,SELECT,display the employee ID and job name for all those jobs in department 80.,jam_1,SELECT,menampilkan ID karyawan dan nama pekerjaan untuk semua pekerjaan di departemen 80.
,T1.employee_id,,,T1.id_employee,
,",",,,",",
,T2.job_title,,,T2.judul_pekerjaan,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,jobs,,,pekerjaan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.job_id,,,T1.id_job,
,=,,,=,
,T2.job_id,,,T2.id_job,
,WHERE,,,WHERE,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,80,,,80,
hr_1,SELECT,what are the employee ids and job titles for employees in department 80?,jam_1,SELECT,apa id karyawan dan jabatan untuk karyawan di departemen 80?
,T1.employee_id,,,T1.id_employee,
,",",,,",",
,T2.job_title,,,T2.judul_pekerjaan,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,jobs,,,pekerjaan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.job_id,,,T1.id_job,
,=,,,=,
,T2.job_id,,,T2.id_job,
,WHERE,,,WHERE,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,80,,,80,
hr_1,SELECT,What is the first name and job id for all employees in the Finance department?,jam_1,SELECT,Apa nama depan dan id pekerjaan untuk seluruh karyawan di departemen Keuangan?
,T1.first_name,,,T1.nama_depan,
,",",,,",",
,T1.job_id,,,T1.id_job,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,WHERE,,,WHERE,
,T2.department_name,,,T2.nama_departemen,
,=,,,=,
,Finance,,,Keuangan,
,,,,,
hr_1,SELECT,Give the first name and job id for all employees in the Finance department.,jam_1,SELECT,Berikan nama depan dan id pekerjaan untuk seluruh karyawan di bagian Keuangan.
,T1.first_name,,,T1.nama_depan,
,",",,,",",
,T1.job_id,,,T1.id_job,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,WHERE,,,WHERE,
,T2.department_name,,,T2.nama_departemen,
,=,,,=,
,Finance,,,Keuangan,
,,,,,
hr_1,SELECT,display all the information of the employees whose salary if within the range of smallest salary and 2500.,jam_1,SELECT,menampilkan semua informasi karyawan yang gajinya berada dalam kisaran gaji terkecil dan 2500.
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,(,,,(,
,SELECT,,,SELECT,
,MIN,,,MIN,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,),,,),
,AND,,,AND,
,2500,,,2500,
hr_1,SELECT,What is all the information regarding employees with salaries above the minimum and under 2500?,jam_1,SELECT,Apa saja informasi mengenai karyawan dengan gaji di atas minimum dan di bawah 2500?
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,(,,,(,
,SELECT,,,SELECT,
,MIN,,,MIN,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,),,,),
,AND,,,AND,
,2500,,,2500,
hr_1,SELECT,Find the ids of the employees who does not work in those departments where some employees works whose manager id within the range 100 and 200.,jam_1,SELECT,Temukan id karyawan yang tidak bekerja di departemen tempat beberapa karyawan bekerja yang id manajernya berada dalam kisaran 100 dan 200.
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,NOT,,,NOT,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,departments,,,departemen,
,WHERE,,,WHERE,
,manager_id,,,id_manajer,
,BETWEEN,,,BETWEEN,
,100,,,100,
,AND,,,AND,
,200,,,200,
,),,,),
hr_1,SELECT,What are the ids for employees who do not work in departments with managers that have ids between 100 and 200?,jam_1,SELECT,Apa saja ID bagi karyawan yang tidak bekerja di departemen dengan manajer yang memiliki ID antara 100 dan 200?
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,NOT,,,NOT,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,departments,,,departemen,
,WHERE,,,WHERE,
,manager_id,,,id_manajer,
,BETWEEN,,,BETWEEN,
,100,,,100,
,AND,,,AND,
,200,,,200,
,),,,),
hr_1,SELECT,display the employee name ( first name and last name ) and hire date for all employees in the same department as Clara.,jam_1,SELECT,menampilkan nama karyawan (nama depan dan nama belakang) dan tanggal perekrutan untuk semua karyawan di departemen yang sama dengan Clara.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,=,,,=,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,=,,,=,
,``,,,``,
,Clara,,,Clara,
,',,,',
,),,,),
hr_1,SELECT,What are the full names and hire dates for employees in the same department as someone with the first name Clara?,jam_1,SELECT,Apa nama lengkap dan tanggal perekrutan karyawan di departemen yang sama dengan nama depan Clara?
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,=,,,=,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,=,,,=,
,``,,,``,
,Clara,,,Clara,
,',,,',
,),,,),
hr_1,SELECT,display the employee name ( first name and last name ) and hire date for all employees in the same department as Clara excluding Clara.,jam_1,SELECT,menampilkan nama karyawan (nama depan dan nama belakang) dan tanggal perekrutan untuk semua karyawan di departemen yang sama dengan Clara kecuali Clara.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,=,,,=,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,=,,,=,
,``,,,``,
,Clara,,,Clara,
,',,,',
,),,,),
,AND,,,AND,
,first_name,,,nama_depan,
,!,,,!,
,=,,,=,
,``,,,``,
,Clara,,,Clara,
,',,,',
hr_1,SELECT,"What are the full names and hire dates for employees in the same department as someone with the first name Clara, not including Clara?",jam_1,SELECT,"Apa nama lengkap dan tanggal perekrutan karyawan di departemen yang sama dengan nama depan Clara, tidak termasuk Clara?"
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,=,,,=,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,=,,,=,
,``,,,``,
,Clara,,,Clara,
,',,,',
,),,,),
,AND,,,AND,
,first_name,,,nama_depan,
,!,,,!,
,=,,,=,
,``,,,``,
,Clara,,,Clara,
,',,,',
hr_1,SELECT,display the employee number and name( first name and last name ) for all employees who work in a department with any employee whose name contains a ’T’.,jam_1,SELECT,menampilkan nomor dan nama pegawai (nama depan dan nama belakang) untuk seluruh pegawai yang bekerja dalam satu departemen dengan pegawai mana pun yang namanya mengandung huruf 'T'.
,employee_id,,,id_karyawan,
,",",,,",",
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,T,,,T,
,%,,,%,
,,,,,
,),,,),
hr_1,SELECT,What are the ids and full names for employees who work in a department that has someone with a first name that contains the letter T?,jam_1,SELECT,Apa saja id dan nama lengkap bagi pegawai yang bekerja di departemen yang mempunyai nama depan mengandung huruf T?
,employee_id,,,id_karyawan,
,",",,,",",
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,T,,,T,
,%,,,%,
,,,,,
,),,,),
hr_1,SELECT,"display the employee number, name( first name and last name ), and salary for all employees who earn more than the average salary and who work in a department with any employee with a 'J' in their first name.",jam_1,SELECT,"menampilkan nomor karyawan, nama (nama depan dan nama belakang), dan gaji untuk semua karyawan yang berpenghasilan lebih dari gaji rata-rata dan yang bekerja di departemen dengan karyawan mana pun yang memiliki huruf 'J' di nama depannya."
,employee_id,,,id_karyawan,
,",",,,",",
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,),,,),
,AND,,,AND,
,department_id,,,id_department,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,J,,,J,
,%,,,%,
,,,,,
,),,,),
hr_1,SELECT,"What are the ids, full names, and salaries for employees making more than average and who work in a department with employees who have the letter J in their first name?",jam_1,SELECT,"Apa saja ID, nama lengkap, dan gaji untuk karyawan yang berpenghasilan di atas rata-rata dan yang bekerja di departemen yang karyawannya memiliki huruf J di nama depannya?"
,employee_id,,,id_karyawan,
,",",,,",",
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,),,,),
,AND,,,AND,
,department_id,,,id_department,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,J,,,J,
,%,,,%,
,,,,,
,),,,),
hr_1,SELECT,display the employee number and job id for all employees whose salary is smaller than any salary of those employees whose job title is MK_MAN.,jam_1,SELECT,menampilkan nomor pegawai dan id pekerjaan untuk seluruh pegawai yang gajinya lebih kecil dari gaji pegawai yang jabatannya MK_MAN.
,employee_id,,,id_karyawan,
,",",,,",",
,job_id,,,id_pekerjaan,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,<,,,<,
,(,,,(,
,SELECT,,,SELECT,
,min,,,min,
,(,,,(,
